Facility_Name,Ministry_Market,Ministry,Address_1,Address_2,City,State,Zip_Code,Phone_Number,County,Facility_Type,Business_Entity,Facility_Status
Ascension Medical Group at Merrill,NULL,WIAPP,3430 E. MAIN,NULL,MERRILL,WI,54452,715-804-7500,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Merrill,Ascension Wisconsin,WIAPP,3430 E. MAIN,NULL,MERRILL,WI,54452,715-804-7500,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Madison - Neurosurgery,Ascension Tennessee,TNNAS,3443 DICKERSON PIKE,SUITE 230,NASHVILLE,TN,37207,615-327-9543,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Madison,Ascension Tennessee,TNNAS,3443 DICKERSON PIKE,SUITE 230,NASHVILLE,TN,37207,615-327-9543,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Borgess Hospital Delano Plainwell,Ascension Michigan,MIKAL,345 NAOMI STREET,NULL,PLAINWELL,MI,49080,269-783-3052,ALLEGAN,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Medical Partners - Crossville - Orthopedics & Sports Medicine,Ascension Tennessee,TNNAS,35 TAYLOR AVENUE,SUITE 103,CROSSVILLE,TN,38555,931-484-3401,CUMBERLAND,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Crossville,Ascension Tennessee,TNNAS,35 TAYLOR AVENUE,SUITE 103,CROSSVILLE,TN,38555,931-484-3401,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Hoover,Ascension Wisconsin,WIAPP,3500 HOOVER RD,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Radiology - Hoover,NULL,WIAPP,3500 HOOVER RD,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Laboratory - Hoover,NULL,WIAPP,3500 HOOVER RD,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension Medical Group at Cudahy, Cardiology",Ascension Wisconsin,WIGLE,3501 EAST  RAMSEY AVE,NULL,CUDAHY,WI,53110,414-769-6600,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Cudahy, Education",Ascension Wisconsin,WIGLE,3501 EAST  RAMSEY AVE,NULL,CUDAHY,WI,53110,414-769-6600,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Cudahy, Family Medicine",Ascension Wisconsin,WIGLE,3501 EAST RAMSEY AVE,NULL,CUDAHY,WI,53110,414-769-6600,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Cudahy - Primary & Specialty Care,NULL,WIGLE,3501 EAST RAMSEY AVE,NULL,CUDAHY,WI,53110,414-769-6600,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Cornerstone New Baltimore Family Physicians,NULL,NULL,35050 23 MILE ROAD B,NULL,NEW BALTIMORE,MI,48047,586-725-0477,NULL,Outpatient Clinic,NULL,ACTIVE
"Ascension All Saints at Gateway Kenosha, EBC",Ascension Wisconsin,WIGLE,3520 30TH AVE,NULL,KENOSHA,WI,53140,NULL,KENOSHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Clintondale Ascension St. John School Health Center,Ascension Michigan,MIDET,35200 LITTLE MACK AVENUE,NULL,CLINTON TOWNSHIP,MI,48035,586-790-4096,MACOMB,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Vincent's Family Care - Trussville LLC,Ascension Alabama,ALBIR,3536 VANN RD TRUSSVILLE OFFICE PARK,NULL,BIRMINGHAM,AL,35235,NULL,JEFFERSON,Outpatient Clinic,Ascension Enterprise,RETIRED
St. Vincent’s Primary Care - Northside Medical Associates - Ashville,Ascension Alabama,ALBIR,35717 U.S. 231,NULL,ASHVILLE,AL,35953,205-814-9284,ST. CLAIR,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension Wisconsin Lab,  New Berlin",Ascension Wisconsin,WIGLE,3610 MICHELLE WITMER MEMORIAL DR,NULL,NEW BERLIN,WI,53151,262-785-1366,WAUKESHA,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group at New Berlin - Primary & Specialty Care,NULL,WIGLE,3610 MICHELLE WITMER MEMORIAL DR,NULL,NEW BERLIN,WI,53151,262-785-1366,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at New Berlin, Family Medicine",Ascension Wisconsin,WIGLE,3610 MICHELLE WITMER MEMORIAL DR,NULL,NEW BERLIN,WI,53151,262-785-1366,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at New Berlin, Imaging",Ascension Wisconsin,WIGLE,3610 MICHELLE WITMER MEMORIAL DR,NULL,NEW BERLIN,WI,53151,262-785-1366,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Cornerstone Normandy Family Physicians,Ascension Michigan,MIDET,36367 HARPER AVENUE,NULL,CLINTON TOWNSHIP,MI,48035,586-791-6868,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Newburgh Cancer Center,NULL,INEVA,3699 EPWORTH ROAD,NULL,NEWBURGH,IN,47630,812-471-1200,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - Woodbury,Ascension Tennessee,TNNAS,370 DOOLITTLE ROAD,SUITE 5,WOODBURY,TN,37190,615-867-5028,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Pelvic Health,NULL,INEVA,3700 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47750,812-469-8170,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Women's Cardiac Risk Clinic,NULL,INEVA,3700 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47750,812-473-2642,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Maternal Fetal Care,NULL,INEVA,3700 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47750,812-485-1894,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Acute Care,NULL,INEVA,3700 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47750,812-485-4545,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Women's Psychology,NULL,INEVA,3700 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47750,812-485-7111,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville OB/Gyn,NULL,INEVA,3700 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47750,812-485-7111,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Gleaner's Clinic,NULL,ININD,3737 WALDEMERE AVENUE,NULL,INDIANAPOLIS,IN,46241,317-204-6925,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Michigan at Work - Coldwater,Ascension Michigan,MIKAL,375 NORTH WILLOWBROOK ROAD,NULL,COLDWATER,MI,49036,517-924-1791,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Columbia St. Mary's at River Woods Urgent Care,NULL,WIMIL,375 W RIVER WOODS PKWY,NULL,GLENDALE,WI,53212,414-326-1500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Sterling Medical Group,Ascension Michigan,MIROC,37538 DEQUINDRE ROAD,NULL,STERLING HEIGHTS,MI,48310,586-939-3073,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Medical Partners - Antioch,Ascension Tennessee,TNNAS,3754 MURFREESBORO PIKE,NULL,ANTIOCH,TN,37013,629-208-6200,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Antioch - Walk-In Care,Ascension Tennessee,TNNAS,3754 MURFREESBORO PIKE,NULL,ANTIOCH,TN,37013,629-208-6200,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Antioch - Neurosurgery and Neurology,Ascension Tennessee,TNNAS,3754 MURFREESBORO PIKE,NULL,ANTIOCH,TN,37013,629-208-6200,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Antioch - Primary Care,Ascension Tennessee,TNNAS,3754 MURFREESBORO PIKE,NULL,ANTIOCH,TN,37013,629-208-6200,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Antioch - Physical Therapy,Ascension Tennessee,TNNAS,3754 MURFREESBORO PIKE,NULL,ANTIOCH,TN,37013,629-888-5170,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Antioch,Ascension Tennessee,TNNAS,3754 MURFREESBORO PIKE,NULL,ANTIOCH,TN,37013,800-345-5016,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Sacred Heart Medical Park at Pace,Ascension Florida,FLPEN,3754 U.S. HIGHWAY 90,NULL,PACE,FL,32571,850-416-7000,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Providence Hospital Livonia Internal Medicine,Ascension Michigan,MIDET,37595 WEST 7 MILE ROAD,NULL,LIVONIA,MI,48152,734-462-2300,WAYNE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Providence Hospital Health Center at 7 Mile,Ascension Michigan,MIDET,37595 WEST 7 MILE ROAD,NULL,LIVONIA,MI,48152,734-462-2300,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Michigan at Work - Livonia,Ascension Michigan,MIDET,37595 WEST 7 MILE ROAD,NULL,LIVONIA,MI,48152,734-432-6668,NULL,Outpatient Clinic,NULL,ACTIVE
Clinton Township Reverence Home Health and Hospice,Ascension Michigan,MIDET,37650 GARFIELD ROAD,NULL,CLINTON TOWNSHIP,MI,48036,888-246-6322,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Providence Hospital Mammography at 7 Mile,Ascension Michigan,MIDET,37650 PROFESSIONAL CENTER DRIVE,SUITE 1010A,LIVONIA,MI,48154,734-432-7070,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Providence Park Livonia Family Medicine,Ascension Michigan,MIDET,37650 PROFESSIONAL CENTER DRIVE,SUITE 1010A,LIVONIA,MI,48154,734-432-7070,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Primary Care at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,SUITE 200 A,EVANSVILLE,IN,47714,812-485-1796,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Anticoagulation Clinic at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,SUITE 200-D,EVANSVILLE,IN,47714,812-485-1805,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Nephrology at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,NULL,EVANSVILLE,IN,47714,812-479-3125,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Endocrinology at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,NULL,EVANSVILLE,IN,47714,812-485-1400,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Rheumatology at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,NULL,EVANSVILLE,IN,47714,812-485-1400,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Infectious Disease at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,NULL,EVANSVILLE,IN,47714,812-485-1788,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Dermatology at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,NULL,EVANSVILLE,IN,47714,812-485-4200,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Post Discharge Clinic at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,NULL,EVANSVILLE,IN,47714,812-485-5400,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Wound Care at Bellemeade,NULL,INEVA,3801 BELLEMEADE AVENUE,NULL,EVANSVILLE,IN,47714,812-485-7330,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension SE Wisconsin Epilepsy Center at Ascension All Saints Medical Office Building A & B,NULL,WIGLE,3805 B SPRING STREET,STE 320,RACINE,WI,53405,262-687-8322,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Medical Office Bldg - Neurology,NULL,WIGLE,3805 SPRING ST,NULL,RACINE,WI,53405,262-687-2222,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Medical Office Bldg - Diabetes Care,NULL,WIGLE,3805 SPRING ST,NULL,RACINE,WI,53405,262-687-2222,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Medical Office Bldg - Kidney Disease,NULL,WIGLE,3805 SPRING ST,NULL,RACINE,WI,53405,262-687-2222,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Medical Office Bldg - Mental Health,NULL,WIGLE,3805 SPRING ST,NULL,RACINE,WI,53405,262-687-2222,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Medical Office Bldg - Internal Medicine,NULL,WIGLE,3805 SPRING ST,NULL,RACINE,WI,53405,262-687-2222,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Medical Office Bldg A & B,NULL,WIGLE,3805 SPRING ST,NULL,RACINE,WI,53405,262-687-2222,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension at Spring Street - Primary & Specialty Care,NULL,WIGLE,3807 SPRING ST,NULL,RACINE,WI,53405,262-687-8173,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension at Spring Street - Family Medicine,NULL,WIGLE,3807 SPRING ST,NULL,RACINE,WI,53405,262-687-8173,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension at Spring Street - Internal Medicine,NULL,WIGLE,3807 SPRING ST,NULL,RACINE,WI,53405,262-687-8173,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension at Spring Street - Pediatrics,NULL,WIGLE,3807 SPRING ST,NULL,RACINE,WI,53405,262-687-8173,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension at Spring Street - Rheumatology,NULL,WIGLE,3807 SPRING ST,NULL,RACINE,WI,53405,262-687-8173,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension at Spring Street - Urology,NULL,WIGLE,3807 SPRING ST,NULL,RACINE,WI,53405,262-687-8173,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Specialty Care Center - Orthopedics,NULL,WIGLE,3811 SPRING STREET,NULL,RACINE,WI,53405,262-687-8374,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Specialty Care Center - Rehabilitation,NULL,WIGLE,3811 SPRING STREET,NULL,RACINE,WI,53405,262-687-8374,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Specialty Care Center,NULL,WIGLE,3811 SPRING STREET,NULL,RACINE,WI,53405,262-687-8374,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Specialty Care Center - Gastroenterology,NULL,WIGLE,3811 SPRING STREET,NULL,RACINE,WI,53405,262-687-8374,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Wisconsin Pharmacy - 3811 Spring Street,Ascension Wisconsin,WIMIL,3811 SPRING STREET,NULL,RACINE,WI,53405,262-687-1600,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension All Saints Health Pavillion - Women's Health Services,NULL,WIGLE,3821 SPRING ST,NULL,MT PLEASANT,WI,53405,262-687-8460,RACINE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Primary Care at North First,NULL,INEVA,3838 NORTH 1ST AVENUE,SUITE C,EVANSVILLE,IN,47710,812-402-8808,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Lafayette Heart Care,NULL,ININD,3900 SAINT FRANCIS WAY,SUITE 205,LAFAYETTE,IN,47905,765-428-2500,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Pediatric Endocrinology Evansville,NULL,INEVA,3900 WASHINGTON AVENUE,SUITE 100,EVANSVILLE,IN,47714,812-485-7816,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - Evansville Pediatrics - Center for Children,NULL,INEVA,3900 WASHINGTON AVENUE,SUITE 100A,EVANSVILLE,IN,47714,812-485-7240,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - Evansville Pediatric Urology,NULL,INEVA,3900 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47714,812-473-1111,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - Evansville Pediatric Behavioral Health,NULL,INEVA,3900 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47714,812-485-6694,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Sacred Heart Walk-In Care at Walgreens - Pace,Ascension Florida,FLPEN,3909 U.S. HIGHWAY 90,NULL,PACE,FL,32571,850-994-1363,SANTA ROSA,Outpatient Clinic,Ascension Enterprise,ACTIVE
Rochester Health Center,Ascension Michigan,MIROC,3950 SOUTH ROCHESTER ROAD,NULL,ROCHESTER HILLS,MI,48307,248-844-6000,OAKLAND,Outpatient Clinic,Ascension Enterprise,ACTIVE
PrimeCare of Novi,Ascension Michigan,MIDET,39555 WEST 10 MILE ROAD,SUITE 302,NOVI,MI,48375,248-426-7200,OAKLAND,Outpatient Clinic,Ascension Enterprise,ACTIVE
MSG - The Cardiology Group - Shelton,Ascension Connecticut,CTBRI,"4 CORPORATE DRIVE, SUITE 100",NULL,SHELTON,CT,6484,203-773-3055,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
MSG - Primary Care Physicians of Fairfield - Shelton,Ascension Connecticut,CTBRI,"4 CORPORATE DRIVE, SUITE 292",NULL,SHELTON,CT,6484,203-926-9701,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
"CPFC – Norwalk, Cross Street",Ascension Connecticut,CTBRI,40 CROSS ST,NULL,NORWALK,CT,6851,203-845-2160,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Laboratory - Crandon,NULL,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478-6300,FOREST,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Radiology - Crandon,NULL,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478-6300,FOREST,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Rehab - Crandon,NULL,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478-6300,FOREST,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. Mary's at Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anti Coag - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension General Surgery - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Internal Medicine - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Northland Orthopedics - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension OB/GYN - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Pedicatrics - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Rheumatology - Crandon,Ascension Wisconsin,WIAPP,400 WEST GLEN STREET,NULL,CRANDON,WI,54520,715-478=6300,FOREST,Outpatient Clinic,Ascension Medical Group,ACTIVE
MSG - Orthopedic Surgery,Ascension Connecticut,CTBRI,401 MONROE TURNPIKE,NULL,MONROE,CT,6468,203-696-3564,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Behavioral Health - Tomahawk,NULL,WIAPP,401 W. MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7700,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Maplewood High School,Ascension Tennessee,TNNAS,401 WALTON LANE,NULL,NASHVILLE,TN,37216,629-888-5180,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anticoag - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Audiology - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension ENT - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension General Surgery - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Northland Orthopedics - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension OB/GYN - Tomahawk,Ascension Wisconsin,WIAPP,401 WEST MOHAWK DRIVE,NULL,TOMAHAWK,WI,54487,715-453-7200,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension River District Hospital River District Family Practice,Ascension Michigan,MIDET,4014 SOUTH RIVER ROAD,SUITE 6,EAST CHINA,MI,48054,810-329-6677,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension River District Hospital River District Orthopedics,Ascension Michigan,MIDET,4014 SOUTH RIVER ROAD,SUITE 6,EAST CHINA,MI,48054,810-329-6677,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Great Lakes Cancer Management Specialists - East China,Ascension Michigan,MIDET,4014 SOUTH RIVER ROAD,NULL,EAST CHINA,MI,48054,810-326-1229,ST. CLAIR,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Sacred Heart Dermatology at Gulf Breeze,Ascension Florida,FLPEN,4033 GULF BREEZE PARKWAY,NULL,GULF BREEZE,FL,32563,850-416-1345,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Sacred Heart General Surgery at Gulf Breeze,Ascension Florida,FLPEN,4033 GULF BREEZE PARKWAY,NULL,GULF BREEZE,FL,32563,850-416-6159,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Sacred Heart Family Medicine at Gulf Breeze,Ascension Florida,FLPEN,4033 GULF BREEZE PARKWAY,NULL,GULF BREEZE,FL,32563,850-932-9251,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Mary's of Michigan Womens Health Center,NULL,MISAG,4040 NORTH EUCLID AVENUE,NULL,BAY CITY,MI,48706,989-671-9153,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Providence Advanced MRI Center,Ascension Texas,TXWAC,405 LONDONDERRY DRIVE,SUITE 100,WACO,TX,76712,254-751-4674,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Providence Midwifery,Ascension Texas,TXWAC,405 LONDONDERRY DRIVE,SUITE 204,WACO,TX,76712,254-772-5454,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Winchester Immediate Care and Occupational Health,NULL,ININD,409 EAST GREENVILLE PIKE,SUITE 300,WINCHESTER,IN,47394,765-584-0459,NULL,Outpatient Clinic,NULL,ACTIVE
